Episode;Episode duration;Number of steps;Total reward
99365;0.1707732155919075;16;-288.75
99366;0.04526958242058754;13;131.25
99367;0.29600678384304047;17;-88.0
99368;0.04533166438341141;13;312.0
99369;0.1541924886405468;14;192.5
99370;0.16851278021931648;16;40.75
99371;0.2801533602178097;21;-785.0
99372;0.04870592802762985;14;212.0
99373;0.16186724975705147;13;312.0
99374;0.16841672733426094;13;312.0
99375;0.1676507256925106;13;312.0
99376;0.19230089709162712;18;-188.0
99377;0.30335068330168724;27;-1362.0
99378;0.33743322640657425;32;-1588.0
99379;0.047319214791059494;13;312.0
99380;0.28656163066625595;17;101.5
99381;0.36944757774472237;39;-2288.0
99382;0.15885840356349945;13;312.0
99383;0.17402323335409164;20;-470.5
99384;0.1615935042500496;13;312.0
99385;0.16236208751797676;16;-270.5
99386;0.1564880609512329;16;200.75
99387;0.1524978019297123;13;170.0
99388;0.04574938118457794;13;312.0
99389;0.1554657407104969;14;175.0
99390;0.17118529230356216;18;1.5
99391;0.15369803458452225;14;151.125
99392;0.28077438846230507;19;108.75
99393;0.18186871334910393;20;85.0
99394;0.19272278249263763;21;-519.0
99395;0.17485815659165382;18;246.875
99396;0.16519826650619507;16;-388.125
99397;0.16395339742302895;13;312.0
99398;0.16123133897781372;12;11.875
99399;0.16310900822281837;13;312.0
99400;0.0465380921959877;13;312.0
99401;0.15648380294442177;13;135.375
99402;0.1496877372264862;13;312.0
99403;0.1661120131611824;17;-213.5
99404;0.14803553745150566;13;312.0
99405;0.3226918429136276;35;-1888.0
99406;0.15733220055699348;14;212.0
99407;0.15967587754130363;13;312.0
99408;0.1662318892776966;13;312.0
99409;0.04971415176987648;14;192.5
99410;0.16929452121257782;16;462.0
99411;0.1681668721139431;13;312.0
99412;0.1587318517267704;14;175.0
99413;0.16406730934977531;15;-284.375
99414;0.16787759214639664;17;-51.5
99415;0.16871388629078865;13;312.0
99416;0.1758592464029789;17;-580.0
99417;0.15634093433618546;16;12.0
99418;0.16197095066308975;13;312.0
99419;0.16905208677053452;17;-480.0
99420;0.15512025356292725;13;312.0
99421;0.1529127135872841;14;192.0
99422;0.04711093753576279;13;312.0
99423;0.28575272485613823;20;-177.0
99424;0.17093326896429062;16;184.75
99425;0.048592645674943924;13;312.0
99426;0.1639755368232727;13;136.375
99427;0.159779354929924;13;312.0
99428;0.16644801944494247;13;312.0
99429;0.1849212795495987;19;-684.375
99430;0.4736620970070362;47;-3088.0
99431;0.15687347576022148;13;312.0
99432;0.3428419530391693;38;-2130.5
99433;0.1497417353093624;12;17.375
99434;0.15559426695108414;14;184.0
99435;0.1573486104607582;15;36.375
99436;0.15792948007583618;13;312.0
99437;0.04733850434422493;13;312.0
99438;0.16352684423327446;13;312.0
99439;0.17131737619638443;15;187.5
99440;0.16955261677503586;15;341.0
99441;0.18393921852111816;16;12.0
99442;0.16887228935956955;14;177.625
99443;0.17168796807527542;17;-118.0
99444;0.16055116057395935;13;312.0
99445;0.16873210296034813;13;312.0
99446;0.04732104763388634;13;312.0
99447;0.15777157992124557;13;-86.75
99448;0.16623615846037865;13;312.0
99449;0.17355122789740562;19;71.0
99450;0.15731215849518776;15;222.5
99451;0.15405060723423958;17;-230.625
99452;0.16406825557351112;19;-684.375
99453;0.15144845470786095;15;-182.625
99454;0.15654780715703964;16;100.75
99455;0.4564797692000866;40;-803.375
99456;0.16236383095383644;16;-32.625
99457;0.1783800609409809;19;-12.0
99458;0.15828904509544373;14;-186.75
99459;0.3068547807633877;26;879.125
99460;0.04712386056780815;14;197.5
99461;0.15439312532544136;16;-31.25
99462;0.14390353858470917;12;13.25
99463;0.15497486293315887;13;312.0
99464;0.14926647767424583;14;-188.125
99465;0.15383917465806007;13;312.0
99466;0.1737511307001114;21;250.5
99467;0.15975321829319;16;117.0
99468;0.1738106943666935;20;-268.5
99469;0.15782402083277702;17;-484.375
99470;0.29064571112394333;20;-780.0
99471;0.045957017689943314;13;294.0
99472;0.1729224994778633;15;220.0
99473;0.17574841156601906;13;312.0
99474;0.3134063184261322;26;-988.0
99475;0.1583251729607582;13;312.0
99476;0.16376404836773872;15;112.0
99477;0.0457233190536499;13;312.0
99478;0.16691265627741814;15;112.0
99479;0.1823950558900833;15;210.75
99480;0.15272274985909462;13;312.0
99481;0.16747547313570976;18;32.875
99482;0.17384423315525055;18;-270.125
99483;0.1543760485947132;13;312.0
99484;0.3418464995920658;36;-1763.625
99485;0.17746591940522194;13;312.0
99486;0.1591074801981449;13;312.0
99487;0.16228635609149933;13;312.0
99488;0.16500191017985344;19;-470.0
99489;0.15320932120084763;13;460.0
99490;0.1596110351383686;15;102.0
99491;0.17643918842077255;20;-784.375
99492;0.17027025669813156;15;186.375
99493;0.15823300555348396;14;212.0
99494;0.15909980237483978;13;312.0
99495;0.04866286367177963;14;197.5
99496;0.2892814055085182;21;-783.25
99497;0.16285638883709908;14;168.75
99498;0.17402445152401924;15;-10.0
99499;0.1734798364341259;16;120.0
99500;0.1794491671025753;17;121.5
99501;0.1726330742239952;16;101.875
99502;0.04908440262079239;13;312.0
99503;0.169448584318161;14;212.0
99504;0.1667553409934044;14;-88.875
99505;0.16519194096326828;13;312.0
99506;0.16175832971930504;12;412.0
99507;0.16470300406217575;13;312.0
99508;0.04854829981923103;13;312.0
99509;0.16807300224900246;13;312.0
99510;0.17594344541430473;16;154.0
99511;0.15819063410162926;14;-188.125
99512;0.15925518050789833;13;312.0
99513;0.1722896434366703;13;312.0
99514;0.16174358502030373;15;222.5
99515;0.0476498007774353;13;312.0
99516;0.29443544149398804;17;-482.625
99517;0.052189476788043976;13;312.0
99518;0.18823489919304848;13;312.0
99519;0.1698295846581459;13;312.0
99520;0.17800277099013329;15;112.0
99521;0.16285566613078117;12;412.0
99522;0.20123980194330215;22;-862.0
99523;0.1717350147664547;15;-284.375
99524;0.16921644657850266;15;23.375
99525;0.3793536201119423;36;-1988.0
99526;0.17523295804858208;14;127.0
99527;0.16801458597183228;13;153.0
99528;0.5213209576904774;47;-2538.0
99529;0.18098187819123268;16;12.0
99530;0.18891146034002304;18;-188.0
99531;0.1869085542857647;15;330.375
99532;0.20485904812812805;18;148.0
99533;0.3236200213432312;29;-1188.0
99534;0.15607432648539543;13;135.375
99535;0.16633811593055725;16;283.375
99536;0.04507562145590782;13;312.0
99537;0.32521801069378853;31;-1530.375
99538;0.16634917631745338;17;-12.5
99539;0.16115066036581993;15;112.0
99540;0.15527396649122238;15;88.5
99541;0.15305905416607857;13;312.0
99542;0.15675559639930725;15;112.0
99543;0.1487172357738018;13;312.0
99544;0.1528499573469162;13;312.0
99545;0.04554823786020279;13;312.0
99546;0.15629055351018906;13;312.0
99547;0.1602010577917099;15;220.0
99548;0.15734458342194557;13;312.0
99549;0.1532120294868946;13;312.0
99550;0.18266406655311584;19;-684.375
99551;0.1616300344467163;13;312.0
99552;0.15112101286649704;14;141.375
99553;0.16253440082073212;13;267.375
99554;0.163521446287632;16;224.625
99555;0.18444673344492912;22;223.5
99556;0.19115732610225677;18;-489.0
99557;0.1762247495353222;14;338.0
99558;0.18390287086367607;15;192.5
99559;0.19361089169979095;15;21.375
99560;0.18562369048595428;15;220.0
99561;0.15888668224215508;16;263.375
99562;0.16828273609280586;16;-8.0
99563;0.1681857742369175;15;-57.0
99564;0.043206989765167236;13;597.0
99565;0.16881462931632996;13;312.0
99566;0.1664159744977951;13;312.0
99567;0.15942559763789177;13;312.0
99568;0.15771148726344109;15;112.0
99569;0.1630125790834427;16;131.5
99570;0.341232243925333;36;798.75
99571;0.1545080728828907;13;312.0
99572;0.15204808488488197;13;312.0
99573;0.15464343130588531;13;312.0
99574;0.04700440168380737;15;21.375
99575;0.15833640843629837;15;361.75
99576;0.14675383642315865;12;517.0
99577;0.16011375561356544;13;312.0
99578;0.1582954078912735;13;312.0
99579;0.16507749632000923;16;63.625
99580;0.17571019008755684;18;303.5
99581;0.16998565942049026;13;312.0
99582;0.1604328192770481;13;312.0
99583;0.24524635076522827;31;-1488.0
99584;0.1535988673567772;12;17.375
99585;0.1674201302230358;13;312.0
99586;0.1599225401878357;13;312.0
99587;0.182943444699049;21;-666.625
99588;0.48098722100257874;40;-1575.0
99589;0.16135148331522942;15;215.125
99590;0.04738592728972435;14;212.0
99591;0.15916940197348595;15;348.5
99592;0.158609040081501;14;212.0
99593;0.17613746598362923;13;312.0
99594;0.18051660805940628;13;170.0
99595;0.18771333619952202;13;312.0
99596;0.17807384952902794;16;-96.0
99597;0.1721617840230465;15;220.0
99598;0.051994211971759796;13;312.0
99599;0.1715860553085804;15;120.0
99600;0.16855482757091522;14;192.5
99601;0.17128846049308777;16;154.0
99602;0.1837032362818718;19;-78.5
99603;0.16205744445323944;16;12.0
99604;0.28552717342972755;17;-486.75
99605;0.17223088443279266;17;-482.625
99606;0.03946143016219139;12;13.25
99607;0.16147002577781677;14;129.0
99608;0.3324792683124542;29;-1325.0
99609;0.1716633290052414;15;-13.5
99610;0.16696427017450333;13;312.0
99611;0.1630159355700016;14;86.5
99612;0.04805277660489082;13;312.0
99613;0.46500133723020554;34;-1828.625
99614;0.16612282395362854;15;112.0
99615;0.17686284705996513;18;-490.5
99616;0.17596634104847908;14;184.0
99617;0.05024592950940132;13;312.0
99618;0.16609233990311623;13;312.0
99619;0.1720941662788391;14;168.75
99620;0.16576998680830002;15;187.5
99621;0.18383949995040894;16;-388.125
99622;0.17306548729538918;17;31.5
99623;0.1632770225405693;13;312.0
99624;0.1821337379515171;18;-486.5
99625;0.16971933469176292;14;152.0
99626;0.17274963110685349;13;312.0
99627;0.19224830344319344;17;-484.375
99628;0.19120115041732788;17;-482.625
99629;0.17983564734458923;15;34.25
99630;0.17021217197179794;14;202.0
99631;0.04987792298197746;14;212.0
99632;0.17081812396645546;13;312.0
99633;0.18395928665995598;18;-37.0
99634;0.1682940423488617;14;212.0
99635;0.1739690788090229;17;101.5
99636;0.16297806426882744;15;-288.5
99637;0.16495776548981667;17;-33.125
99638;0.1568981483578682;14;341.0
99639;0.16365253552794456;13;312.0
99640;0.4795178063213825;40;-2173.625
99641;0.055107779800891876;15;187.5
99642;0.15669767558574677;12;108.0
99643;0.16447864845395088;13;312.0
99644;0.15559882670640945;13;267.375
99645;0.1550423875451088;13;312.0
99646;0.15900103375315666;14;212.0
99647;0.35574090480804443;34;-1788.0
99648;0.04640873149037361;13;312.0
99649;0.27621476352214813;17;82.5
99650;0.19534547626972198;28;-1584.375
99651;0.15750984847545624;14;-188.5
99652;0.31948209926486015;25;-647.5
99653;0.16755568608641624;14;212.0
99654;0.04818165674805641;13;312.0
99655;0.16055748984217644;13;312.0
99656;0.16863080114126205;13;312.0
99657;0.16559475660324097;15;92.5
99658;0.17250096797943115;17;78.5
99659;0.3213244006037712;26;934.5
99660;0.15831107273697853;14;212.0
99661;0.05009928345680237;15;57.125
99662;0.2760212756693363;17;31.5
99663;0.19529269635677338;25;-888.0
99664;0.16828690469264984;16;-58.0
99665;0.17352476716041565;13;312.0
99666;0.1645182929933071;15;348.75
99667;0.1625165194272995;13;312.0
99668;0.053815897554159164;13;312.0
99669;0.17453235760331154;13;312.0
99670;0.16488516330718994;13;312.0
99671;0.16272708401083946;14;141.125
99672;0.18202384188771248;15;222.5
99673;0.16819105669856071;13;312.0
99674;0.16068166494369507;13;312.0
99675;0.3509772829711437;36;-1988.0
99676;0.31526389718055725;29;-1562.0
99677;0.1715097650885582;16;107.0
99678;0.04173547029495239;13;13.0
99679;0.14729445427656174;12;11.875
99680;0.1660355180501938;14;212.0
99681;0.1621115654706955;14;326.0
99682;0.15835312008857727;13;312.0
99683;0.055566657334566116;12;412.0
99684;0.37741636857390404;32;-1468.5
99685;0.18200602754950523;13;312.0
99686;0.17900924384593964;14;212.0
99687;0.17851754650473595;15;112.0
99688;0.18996570631861687;17;-484.375
99689;0.17862790077924728;16;-58.0
99690;0.17229361832141876;13;312.0
99691;0.1676202267408371;13;312.0
99692;0.3524252064526081;35;-1934.25
99693;0.1796574592590332;20;186.125
99694;0.16908808797597885;16;200.75
99695;0.16090059652924538;13;312.0
99696;0.17090954259037971;15;112.0
99697;0.1689501293003559;13;312.0
99698;0.2012474425137043;24;-969.875
99699;0.34441274777054787;29;-1098.5
99700;0.1710699088871479;14;15.625
99701;0.17094838619232178;13;131.25
99702;0.17073069512844086;15;217.0
99703;0.1781264692544937;17;-94.0
99704;0.17022090405225754;16;398.5
99705;0.20612888038158417;27;-1081.5
99706;0.18167999386787415;16;132.625
99707;0.186930350959301;16;-96.0
99708;0.16679071262478828;13;312.0
99709;0.16095267608761787;12;20.0
99710;0.1767587773501873;14;212.0
99711;0.17014243453741074;13;312.0
99712;0.1728804148733616;13;312.0
99713;0.05081820487976074;13;312.0
99714;0.18979453667998314;14;-188.125
99715;0.18129388988018036;16;-58.0
99716;0.30133480578660965;22;305.375
99717;0.049110859632492065;13;312.0
99718;0.15641292557120323;13;312.0
99719;0.29426148906350136;21;-488.0
99720;0.05449648201465607;13;312.0
99721;0.17200497165322304;15;344.0
99722;0.15919741988182068;15;112.0
99723;0.16067920997738838;13;460.0
99724;0.1562993861734867;14;212.0
99725;0.16999419778585434;18;-680.0
99726;0.15775607898831367;13;312.0
99727;0.16174184530973434;13;312.0
99728;0.18943575024604797;19;-684.375
99729;0.3641558401286602;37;-1855.75
99730;0.17659830674529076;15;75.0
99731;0.30600789561867714;23;-1084.375
99732;0.16470370069146156;16;-384.375
99733;0.16666297987103462;16;110.75
99734;0.04981937259435654;14;317.0
99735;0.1531728208065033;13;136.375
99736;0.15917648002505302;13;312.0
99737;0.15782007202506065;13;312.0
99738;0.17055000737309456;14;212.0
99739;0.35081644356250763;31;-1355.625
99740;0.04877179488539696;13;312.0
99741;0.501081358641386;35;-1799.125
99742;0.2077418938279152;28;-948.0
99743;0.16602491214871407;15;211.5
99744;0.17408305406570435;15;-3.5
99745;0.18265654146671295;16;154.0
99746;0.46942392736673355;38;-2275.5
99747;0.16544563323259354;15;215.125
99748;0.04078315943479538;12;11.5
99749;0.16339387372136116;15;112.0
99750;0.1685250997543335;16;12.0
99751;0.17133772000670433;19;-684.375
99752;0.1778927482664585;15;169.5
99753;0.16407544538378716;13;312.0
99754;0.18548297509551048;17;-580.0
99755;0.1863032840192318;19;-24.875
