Episode;Step;Action;Action type;Action duration;Reward
99001;25;1;Random;0.00022590532898902893;-100.0
99001;26;6;Model;0.002219121903181076;-100.0
99001;27;6;Model;0.002245943993330002;-100.0
99001;28;6;Model;0.0020699910819530487;-100.0
99001;29;6;Random;0.0002086348831653595;-100.0
99001;30;2;Random;0.00018387660384178162;-100.0
99001;31;9;Model;0.0020912736654281616;-100.0
99001;32;6;Model;0.0020568296313285828;-100.0
99001;33;9;Model;0.0020555593073368073;-100.0
99001;34;6;Model;0.0020597316324710846;-100.0
99001;35;7;Random;0.10024423524737358;-100.0
99001;36;6;Model;0.0022030360996723175;-100.0
99001;37;9;Model;0.001892734318971634;-100.0
99001;38;7;Random;0.0002255365252494812;-100.0
99001;39;6;Model;0.002055808901786804;-100.0
99001;40;4;Random;0.0001921914517879486;-100.0
99002;1;8;Random;0.0002261735498905182;0.0
99002;2;4;Model;0.0021187923848628998;135.625
99002;3;4;Model;0.0020727626979351044;180.0
99002;4;1;Random;0.00023502111434936523;0.0
99002;5;4;Random;0.0002478957176208496;195.625
99002;6;4;Model;0.0021907128393650055;200.0
99002;7;6;Random;0.00023777037858963013;0.0
99002;8;0;Random;0.00023098289966583252;9.5
99002;9;8;Random;0.0002292059361934662;0.0
99002;10;5;Random;0.0002306513488292694;-190.0
99002;11;3;Random;0.10091487690806389;-19.375
99002;12;4;Model;0.0023004449903964996;128.5
99002;13;2;Random;0.0002588406205177307;14.5
99002;14;7;Random;0.00023407116532325745;0.0
99002;15;6;Model;0.0019366517663002014;61.0
99002;16;6;Model;0.0019397996366024017;96.0
99002;17;4;Model;0.0020273178815841675;-100.0
99002;18;6;Model;0.0020662136375904083;-100.0
99002;19;5;Random;0.0002422928810119629;-114.5
99002;20;7;Random;0.00023413076996803284;19.0
99002;21;6;Model;0.002065952867269516;113.0
99002;22;0;Random;0.00023232027888298035;84.5
99002;23;9;Random;0.00022999197244644165;-120.5
99002;24;6;Random;0.00025528669357299805;110.0
99002;25;0;Random;0.00023179128766059875;94.0
99002;26;8;Random;0.00023931264877319336;-38.5
99002;27;2;Random;0.10525950789451599;70.5
99002;28;4;Model;0.0021943822503089905;-100.0
99002;29;5;Random;0.0002591833472251892;-80.0
99002;30;6;Random;0.00023131445050239563;151.0
99002;31;3;Random;0.00023503974080085754;-74.0
99002;32;4;Model;0.0019589290022850037;-100.0
99002;33;4;Model;0.002152424305677414;-100.0
99002;34;6;Model;0.0020426325500011444;-100.0
99002;35;6;Random;0.00018754228949546814;-100.0
99002;36;4;Model;0.0020711906254291534;-100.0
99003;1;4;Random;0.00023006275296211243;140.0
99003;2;4;Model;0.0021861419081687927;180.0
99003;3;5;Random;0.00024381279945373535;-210.0
99003;4;4;Random;0.00023173168301582336;162.0
99003;5;0;Random;0.0002305060625076294;5.25
99003;6;5;Random;0.00023037567734718323;-171.5
99003;7;6;Random;0.10807962715625763;25.375
99003;8;7;Random;0.00032951682806015015;28.875
99003;9;4;Model;0.0022412464022636414;121.5
99003;10;4;Model;0.0019270405173301697;175.625
99003;11;4;Model;0.0019164271652698517;184.5
99003;12;7;Random;0.00024783238768577576;15.5
99003;13;4;Model;0.0021189600229263306;-100.0
99003;14;6;Model;0.0021191537380218506;-100.0
99003;15;8;Random;0.00020498409867286682;-100.0
99003;16;6;Model;0.002164885401725769;-100.0
99003;17;6;Model;0.002166740596294403;-100.0
99003;18;6;Model;0.0021473951637744904;-100.0
99003;19;5;Random;0.0002426430583000183;-133.0
99003;20;4;Random;0.000199098140001297;-100.0
99003;21;9;Random;0.00019728392362594604;-100.0
99003;22;6;Model;0.0026908107101917267;-100.0
99003;23;4;Model;0.10964177921414375;-100.0
99003;24;6;Model;0.0023873187601566315;-100.0
99003;25;6;Model;0.0020887590944767;-100.0
99003;26;4;Model;0.00205361470580101;-100.0
99004;1;4;Random;0.0002539828419685364;140.0
99004;2;1;Random;0.0002313964068889618;0.0
99004;3;7;Random;0.0002305842936038971;0.0
99004;4;2;Random;0.00022942200303077698;-7.875
99004;5;4;Model;0.0021978653967380524;172.5
99004;6;4;Model;0.0021898411214351654;200.0
99004;7;5;Random;0.00024063140153884888;-240.0
99004;8;7;Random;0.0002363547682762146;13.5
99004;9;4;Random;0.00023393705487251282;171.25
99004;10;4;Model;0.0021883659064769745;191.5
99004;11;7;Random;0.00023040547966957092;8.5
99004;12;1;Random;0.0002296827733516693;-9.0
99004;13;2;Random;0.10728077217936516;-5.0
99004;14;1;Random;0.0003325343132019043;15.5
99004;15;4;Random;0.00019858404994010925;-100.0
99004;16;7;Model;0.0021970048546791077;-100.0
99004;17;7;Random;0.00021464377641677856;-100.0
99004;18;9;Random;0.00019929930567741394;-100.0
99004;19;1;Random;0.0002041645348072052;-100.0
99004;20;7;Model;0.001879379153251648;-100.0
99004;21;7;Model;0.0022129714488983154;-100.0
99004;22;6;Model;0.002183225005865097;-100.0
99004;23;5;Random;0.00023394450545310974;-75.5
99004;24;0;Random;0.00023615360260009766;72.5
99004;25;3;Random;0.0002279616892337799;75.5
99004;26;0;Random;0.00023881345987319946;79.0
99004;27;6;Model;0.0022561438381671906;35.0
99004;28;6;Random;0.00023728981614112854;89.5
99004;29;0;Random;0.10347742214798927;108.0
99004;30;0;Random;0.00032722577452659607;107.0
99004;31;1;Random;0.00023537129163742065;-112.5
99004;32;6;Model;0.0026179328560829163;132.5
99004;33;7;Random;0.0002237260341644287;-56.0
99004;34;0;Random;0.00020061060786247253;0.0
99004;35;7;Random;0.00019949302077293396;0.0
99004;36;3;Random;0.00020268931984901428;0.0
99004;37;6;Model;0.0021319612860679626;0.0
99004;38;6;Model;0.0020837783813476562;0.0
99004;39;6;Random;0.00020038709044456482;0.0
99004;40;6;Model;0.002016957849264145;0.0
99004;41;7;Random;0.00019688904285430908;0.0
99004;42;6;Model;0.0020628534257411957;0.0
99005;1;7;Random;0.00022408366203308105;0.0
99005;2;6;Random;0.00023655593395233154;11.0
99005;3;0;Random;0.10779749974608421;5.0
99005;4;1;Random;0.00032989680767059326;-8.0
99005;5;4;Model;0.0022378042340278625;121.625
99005;6;4;Random;0.0002444647252559662;177.75
99005;7;4;Model;0.001923728734254837;200.0
99005;8;4;Model;0.0019308291375637054;200.0
99005;9;4;Model;0.0020411014556884766;-100.0
99005;10;9;Model;0.0020688772201538086;-100.0
99005;11;8;Random;0.0002095438539981842;-100.0
99005;12;5;Random;0.00023655965924263;-202.0
99005;13;6;Model;0.002058621495962143;-5.0
99005;14;3;Random;0.00023479759693145752;-15.5
99005;15;6;Model;0.002051413059234619;21.0
99005;16;6;Model;0.002065841108560562;68.5
99005;17;5;Random;0.00023224949836730957;-140.0
99005;18;8;Random;0.00023564323782920837;33.75
99005;19;0;Random;0.11213429644703865;17.5
99005;20;7;Random;0.0003283359110355377;0.625
99005;21;6;Model;0.002292018383741379;124.375
99005;22;6;Random;0.00023974105715751648;140.0
99005;23;9;Random;0.00024364516139030457;-150.625
99005;24;0;Random;0.0002276487648487091;81.25
99005;25;5;Random;0.0002256631851196289;-24.0
99005;26;4;Model;0.002185564488172531;0.0
99005;27;2;Random;0.00022892281413078308;69.375
99005;28;4;Random;0.00023095682263374329;62.0
99005;29;5;Random;0.00022584572434425354;-77.5
99005;30;7;Random;0.00023283809423446655;43.75
99005;31;1;Random;0.00022611021995544434;-118.125
99005;32;4;Model;0.0022229626774787903;48.0
99005;33;1;Random;0.00023406371474266052;-64.5
99005;34;6;Random;0.00023139268159866333;105.0
99005;35;3;Random;0.10644901916384697;-51.0
99005;36;6;Model;0.0022415034472942352;140.0
99005;37;5;Random;0.00025923922657966614;23.125
99005;38;4;Random;0.00023495778441429138;-38.5
99005;39;6;Model;0.0019372999668121338;220.0
99005;40;6;Random;0.00023179128766059875;227.5
99005;41;3;Random;0.00022580474615097046;-99.5
99005;42;1;Random;0.00023279711604118347;-133.5
99005;43;5;Random;0.00022767111659049988;89.375
99005;44;1;Random;0.00023248419165611267;-120.625
99005;45;4;Random;0.000262383371591568;-99.5
99005;46;5;Random;0.00022857636213302612;124.375
99005;47;4;Random;0.00022654235363006592;-119.5
99005;48;8;Random;0.00022813677787780762;112.5
99005;49;6;Model;0.0022268146276474;202.0
99005;50;4;Model;0.002040073275566101;-100.0
99005;51;3;Random;0.10247509926557541;-100.0
99005;52;4;Random;0.0002954527735710144;-100.0
99005;53;8;Random;0.00019820407032966614;-100.0
99005;54;6;Model;0.0026183202862739563;-100.0
99005;55;5;Random;0.00021895766258239746;-100.0
99005;56;6;Random;0.00020362436771392822;-100.0
99005;57;6;Model;0.0020680315792560577;-100.0
99005;58;2;Random;0.00017937272787094116;-100.0
99005;59;4;Model;0.0020551346242427826;-100.0
99005;60;8;Random;0.00016880035400390625;-100.0
99005;61;4;Model;0.0020443424582481384;-100.0
99006;1;4;Model;0.0021011903882026672;140.0
99006;2;4;Random;0.00023042410612106323;180.0
99006;3;3;Random;0.00022825226187705994;0.0
99006;4;2;Random;0.00022978708148002625;-5.25
99006;5;4;Model;0.002098832279443741;195.625
99006;6;6;Random;0.10254009813070297;4.375
99006;7;4;Model;0.002204250544309616;188.0
99006;8;7;Random;0.00025852397084236145;4.5
99006;9;3;Random;0.00034922733902931213;9.5
99006;10;2;Random;0.00023253634572029114;-15.0
99006;11;6;Model;0.00211460143327713;40.5
99006;12;6;Model;0.002136014401912689;65.0
99006;13;7;Random;0.0002413243055343628;21.0
99006;14;9;Random;0.0002494528889656067;-53.0
99006;15;6;Model;0.0022834129631519318;42.5
99006;16;6;Model;0.0020442120730876923;95.5
99006;17;8;Random;0.00026304274797439575;-18.0
99006;18;4;Model;0.0021436698734760284;-100.0
99006;19;8;Random;0.0002203136682510376;-100.0
99006;20;6;Model;0.0021376833319664;-100.0
99006;21;2;Random;0.00021573156118392944;-100.0
99006;22;2;Random;0.10470273718237877;-100.0
99006;23;6;Model;0.0023029670119285583;-100.0
99006;24;3;Random;0.00024270638823509216;-100.0
99006;25;0;Random;0.0002160966396331787;-100.0
99006;26;4;Model;0.0020534396171569824;-100.0
99006;27;5;Random;0.00021432340145111084;-100.0
99006;28;6;Random;0.0002087131142616272;-100.0
99006;29;4;Model;0.002233847975730896;-100.0
99006;30;3;Random;0.00019660219550132751;-100.0
99006;31;6;Random;0.00020077452063560486;-100.0
99006;32;1;Random;0.00019459053874015808;-100.0
99006;33;4;Model;0.0021990984678268433;-100.0
99007;1;4;Model;0.002159029245376587;140.0
99007;2;4;Model;0.0022113025188446045;180.0
99007;3;0;Random;0.00027092546224594116;0.0
99007;4;6;Random;0.00025062263011932373;12.75
99007;5;7;Random;0.1060732863843441;8.25
99007;6;4;Model;0.0024569034576416016;178.125
99007;7;2;Random;0.0002792738378047943;0.0
99007;8;9;Random;0.0002540573477745056;-11.875
99007;9;0;Random;0.0002538450062274933;1.25
99007;10;0;Random;0.00023448467254638672;34.375
99007;11;4;Random;0.0002350248396396637;163.5
99007;12;2;Random;0.000256955623626709;0.0
99007;13;5;Random;0.00022855401039123535;-171.25
99007;14;4;Model;0.0028697848320007324;117.0
99007;15;5;Random;0.00024137645959854126;-146.25
99007;16;9;Random;0.00024179741740226746;-38.75
99007;17;4;Model;0.0021019838750362396;126.5
99007;18;6;Model;0.0021792054176330566;-7.0
99007;19;6;Random;0.00025946274399757385;97.5
99007;20;5;Random;0.0002555437386035919;-77.5
99007;21;4;Model;0.10912766307592392;42.0
99007;22;6;Model;0.0022122040390968323;148.5
99007;23;3;Random;0.0002566017210483551;-67.5
99007;24;7;Random;0.00022937357425689697;75.5
99007;25;6;Model;0.0018995888531208038;115.5
99007;26;5;Random;0.00023775547742843628;-41.875
99007;27;4;Model;0.0018963254988193512;13.5
99007;28;4;Model;0.0021718740463256836;-100.0
99007;29;2;Random;0.0002033524215221405;-100.0
99007;30;6;Model;0.002019491046667099;-100.0
99007;31;4;Model;0.002030313014984131;-100.0
99007;32;3;Random;0.0001864023506641388;-100.0
99007;33;6;Random;0.00017734244465827942;-100.0
99007;34;3;Random;0.00017657876014709473;-100.0
99007;35;0;Random;0.00018135830760002136;-100.0
99007;36;4;Model;0.0022298134863376617;-100.0
99008;1;5;Random;0.09644396603107452;-40.0
99008;2;1;Random;0.0003196895122528076;5.0
99008;3;4;Model;0.002257075160741806;64.0
99008;4;0;Random;0.0002373829483985901;-3.0
99008;5;5;Random;0.00022821128368377686;-33.0
99008;6;4;Random;0.00023455172777175903;58.0
99008;7;4;Model;0.0019063279032707214;137.375
99008;8;4;Model;0.0019285604357719421;180.0
99008;9;4;Model;0.0022291019558906555;200.0
99008;10;0;Random;0.00023767724633216858;0.0
99008;11;7;Random;0.00022759288549423218;14.375
99008;12;4;Model;0.0021213218569755554;180.0
99008;13;7;Random;0.00023113936185836792;20.0
99008;14;4;Model;0.0020739808678627014;-100.0
99008;15;0;Random;0.00019534677267074585;-100.0
99008;16;6;Model;0.002051781862974167;-100.0
99008;17;9;Random;0.09544267132878304;-100.0
99008;18;2;Random;0.0002926439046859741;-100.0
99008;19;6;Model;0.002166014164686203;-100.0
99008;20;6;Model;0.0022153034806251526;-100.0
99008;21;6;Random;0.00021202489733695984;-100.0
99008;22;1;Random;0.00019604340195655823;-100.0
99008;23;6;Model;0.0021056830883026123;-100.0
99008;24;2;Random;0.00019998475909233093;-100.0
99008;25;9;Random;0.00019918382167816162;-100.0
99008;26;1;Random;0.0001957044005393982;-100.0
99008;27;6;Model;0.0018286742269992828;-100.0
99008;28;4;Random;0.0001951456069946289;-100.0
99008;29;2;Random;0.0001986771821975708;-100.0
99008;30;4;Random;0.00019400939345359802;-100.0
99009;1;0;Random;0.00022024288773536682;0.0
99009;2;9;Random;0.0002328827977180481;0.0
99009;3;2;Random;0.10318205133080482;-5.0
99009;4;4;Model;0.0022333748638629913;134.75
99009;5;6;Random;0.000252310186624527;2.625
99009;6;4;Model;0.0018911287188529968;171.0
99009;7;3;Random;0.00023298338055610657;0.0
99009;8;8;Random;0.00023429840803146362;0.0
99009;9;4;Model;0.0018500536680221558;187.5
99009;10;4;Model;0.0018601678311824799;200.0
99009;11;1;Random;0.00023630261421203613;0.0
99009;12;6;Model;0.0018454603850841522;0.0
99009;13;3;Random;0.00024364516139030457;-10.5
99009;14;9;Random;0.00024064257740974426;20.5
99009;15;6;Model;0.0018384866416454315;-31.0
99009;16;6;Model;0.0018321685492992401;40.5
99009;17;6;Model;0.001846466213464737;68.0
99009;18;8;Random;0.00023606419563293457;17.5
99009;19;6;Model;0.10019739717245102;89.0
99009;20;1;Random;0.0003293082118034363;-28.5
99009;21;0;Random;0.00023099780082702637;23.0
99009;22;6;Model;0.002192355692386627;127.0
99009;23;4;Random;0.00019938498735427856;-100.0
99009;24;6;Model;0.0018451772630214691;-100.0
99009;25;7;Random;0.00019723176956176758;-100.0
99009;26;5;Random;0.00023471564054489136;-77.5
99009;27;6;Random;0.00023214519023895264;123.0
99009;28;4;Random;0.0001948922872543335;-100.0
99009;29;9;Random;0.0001957528293132782;-100.0
99009;30;8;Random;0.0001921243965625763;-100.0
99009;31;6;Model;0.0018452368676662445;-100.0
99009;32;7;Random;0.00019819289445877075;-100.0
99009;33;6;Model;0.0018211491405963898;-100.0
99009;34;9;Random;0.00019840523600578308;-100.0
99009;35;6;Model;0.099401094019413;-100.0
99009;36;1;Random;0.00029093027114868164;-100.0
99009;37;5;Random;0.0002300739288330078;33.5
99009;38;4;Model;0.002652924507856369;-100.0
99009;39;8;Random;0.0002025403082370758;-100.0
99009;40;1;Random;0.0001938939094543457;-100.0
99009;41;1;Random;0.00021111220121383667;-100.0
99009;42;2;Random;0.00019824504852294922;-100.0
99009;43;4;Model;0.0019923895597457886;-100.0
99009;44;6;Random;0.00017303600907325745;-100.0
99009;45;0;Random;0.00017065182328224182;-100.0
99009;46;0;Random;0.00016863271594047546;-100.0
99009;47;8;Random;0.0001702830195426941;-100.0
99009;48;9;Random;0.0001710951328277588;-100.0
99009;49;3;Random;0.00017887353897094727;-100.0
99009;50;5;Random;0.0002118721604347229;-100.0
99009;51;0;Random;0.10117679834365845;-100.0
99009;52;4;Model;0.0022138655185699463;-100.0
99009;53;9;Random;0.00021600350737571716;-100.0
99009;54;5;Random;0.00021067261695861816;-100.0
99009;55;2;Random;0.00020111724734306335;-100.0
99009;56;4;Model;0.0019259974360466003;-100.0
99009;57;4;Model;0.0018095672130584717;-100.0
99010;1;3;Random;0.00023472681641578674;0.0
99010;2;1;Random;0.00023508071899414062;2.0
99010;3;4;Model;0.00189267098903656;133.0
99010;4;4;Model;0.0019315257668495178;180.0
99010;5;9;Random;0.00024216249585151672;0.0
99010;6;4;Model;0.0018862932920455933;191.875
99010;7;8;Random;0.00024950504302978516;4.375
99010;8;4;Model;0.0019481182098388672;188.0
99010;9;4;Model;0.001852136105298996;-100.0
99010;10;9;Model;0.10360101982951164;-100.0
99010;11;9;Model;0.0023467950522899628;-100.0
99010;12;5;Random;0.00026319175958633423;-183.0
99010;13;6;Random;0.00023433193564414978;-45.5
99010;14;4;Model;0.002003934234380722;-100.0
99010;15;1;Random;0.00020136311650276184;-100.0
99010;16;8;Random;0.00019918382167816162;-100.0
99010;17;1;Random;0.00019701197743415833;-100.0
99010;18;9;Model;0.0018852800130844116;-100.0
99010;19;8;Random;0.0002009868621826172;-100.0
99010;20;4;Model;0.0018688216805458069;-100.0
99010;21;5;Random;0.00020028278231620789;-100.0
99010;22;4;Model;0.0018573813140392303;-100.0
99010;23;8;Random;0.0001853257417678833;-100.0
99010;24;4;Model;0.0018252283334732056;-100.0
99011;1;1;Random;0.00023658201098442078;0.0
99011;2;4;Model;0.10267183184623718;137.375
99011;3;4;Model;0.002245962619781494;180.0
99011;4;4;Model;0.0019254498183727264;200.0
99011;5;3;Random;0.00025595352053642273;0.0
99011;6;4;Model;0.0018888600170612335;195.5
99011;7;6;Random;0.00023403391242027283;0.0
99011;8;6;Model;0.002122223377227783;22.5
99011;9;6;Model;0.0021503418684005737;37.0
99011;10;4;Random;0.00021407008171081543;-100.0
99011;11;2;Random;0.00019812583923339844;-100.0
99011;12;7;Random;0.0001998208463191986;-100.0
99011;13;6;Model;0.0021091103553771973;-100.0
99011;14;0;Random;0.00020057335495948792;-100.0
99011;15;6;Model;0.002034660428762436;-100.0
99011;16;1;Random;0.00020404160022735596;-100.0
99011;17;1;Random;0.0001971125602722168;-100.0
99011;18;6;Model;0.1044413261115551;-100.0
99011;19;6;Model;0.002207323908805847;-100.0
99011;20;7;Random;0.0002221427857875824;-100.0
99011;21;6;Random;0.00020147860050201416;-100.0
99011;22;4;Model;0.0020562782883644104;-100.0
99011;23;0;Random;0.00018776953220367432;-100.0
99011;24;5;Random;0.00018005073070526123;-100.0
99011;25;9;Random;0.00019736215472221375;-100.0
99011;26;4;Model;0.002099703997373581;-100.0
99011;27;1;Random;0.00020169466733932495;-100.0
99011;28;6;Model;0.002022258937358856;-100.0
99011;29;1;Random;0.00020103156566619873;-100.0
99011;30;9;Random;0.00019929185509681702;-100.0
99011;31;6;Random;0.0002079010009765625;-100.0
99011;32;3;Random;0.00020215287804603577;-100.0
99011;33;8;Random;0.00020007416605949402;-100.0
99011;34;8;Random;0.10254605859518051;-100.0
99011;35;6;Random;0.0002954937517642975;-100.0
99011;36;4;Random;0.00020072609186172485;-100.0
99012;1;4;Model;0.0022309720516204834;140.0
99012;2;6;Random;0.00024314597249031067;0.0
99012;3;1;Random;0.00023156031966209412;-3.5
99012;4;4;Model;0.0021860934793949127;172.5
99012;5;5;Random;0.00023432448506355286;-201.25
99012;6;8;Random;0.0002313368022441864;24.5
99012;7;4;Model;0.0020957626402378082;144.0
99012;8;4;Random;0.00023840740323066711;185.625
99012;9;4;Model;0.002167351543903351;200.0
99012;10;1;Random;0.00023294240236282349;0.0
99012;11;4;Random;0.0002043507993221283;-100.0
99012;12;3;Random;0.0002001635730266571;-100.0
99012;13;6;Model;0.0020309723913669586;-100.0
99012;14;8;Random;0.10025820508599281;-100.0
99012;15;6;Model;0.002194441854953766;-100.0
99012;16;6;Model;0.0018383152782917023;-100.0
99012;17;4;Random;0.0002185925841331482;-100.0
99012;18;7;Random;0.00019918382167816162;-100.0
99012;19;6;Model;0.001805238425731659;-100.0
99012;20;6;Model;0.0019697509706020355;-100.0
99012;21;9;Random;0.00021217018365859985;-100.0
99012;22;7;Random;0.00020046532154083252;-100.0
99012;23;6;Model;0.001965288072824478;-100.0
99012;24;8;Random;0.00020306557416915894;-100.0
99012;25;6;Model;0.0019538775086402893;-100.0
99012;26;5;Random;0.00020036473870277405;-100.0
99012;27;6;Random;0.00019881129264831543;-100.0
99012;28;6;Model;0.001970965415239334;-100.0
99012;29;4;Random;0.00020015612244606018;-100.0
99012;30;6;Model;0.10197989270091057;-100.0
99012;31;8;Random;0.0002702362835407257;-100.0
99012;32;4;Random;0.0001740865409374237;-100.0
99013;1;3;Random;0.00022385269403457642;0.0
99013;2;4;Model;0.0024855472147464752;137.375
99013;3;4;Model;0.0020179226994514465;180.0
99013;4;7;Random;0.00024027377367019653;0.0
99013;5;7;Random;0.00023090466856956482;17.25
99013;6;5;Random;0.00023509562015533447;-169.75
99013;7;5;Random;0.00022984296083450317;-111.0
99013;8;4;Random;0.0002340450882911682;83.125
99013;9;4;Model;0.0020561479032039642;127.5
99013;10;5;Random;0.00022991374135017395;-148.75
99013;11;9;Random;0.0002283342182636261;24.5
99013;12;4;Model;0.002053428441286087;115.5
99013;13;1;Random;0.00023574009537696838;21.0
99013;14;8;Random;0.10095032677054405;12.0
99013;15;7;Random;0.0003227442502975464;-21.75
99013;16;9;Random;0.00023024529218673706;81.75
99013;17;2;Random;0.0002283230423927307;-47.25
99013;18;2;Random;0.00022825971245765686;-17.25
99013;19;0;Random;0.0002278834581375122;-36.0
99013;20;4;Model;0.0021794550120830536;123.125
99013;21;9;Random;0.00023202598094940186;35.625
99013;22;8;Random;0.00032032281160354614;40.625
99013;23;6;Random;0.0002548806369304657;-31.875
99013;24;9;Model;0.002128083258867264;21.25
99013;25;9;Model;0.002095002681016922;105.0
99013;26;9;Model;0.0021429508924484253;141.25
99013;27;8;Random;0.00023156404495239258;55.0
99013;28;4;Random;0.00023287534713745117;88.5
99013;29;9;Model;0.002048492431640625;107.5
99013;30;2;Random;0.10323550552129745;-19.5
99013;31;9;Model;0.0022908151149749756;105.5
99013;32;9;Model;0.0019297413527965546;114.5
99013;33;4;Model;0.001863040030002594;-100.0
99013;34;2;Random;0.00023488327860832214;-100.0
99013;35;9;Model;0.002387162297964096;-100.0
99013;36;4;Random;0.0003280751407146454;-100.0
99013;37;8;Random;0.0002676546573638916;-100.0
99013;38;4;Model;0.00240345299243927;-100.0
99014;1;6;Random;0.00023950636386871338;0.0
99014;2;6;Random;0.00023683905601501465;13.0
99014;3;0;Random;0.0002342313528060913;3.0
99014;4;8;Random;0.0002431832253932953;0.0
99014;5;3;Random;0.00023474544286727905;-8.0
99014;6;6;Random;0.00024159252643585205;9.0
99014;7;4;Random;0.00023308396339416504;122.5
99014;8;8;Random;0.10884148627519608;9.625
99014;9;1;Random;0.0003647133708000183;7.875
99014;10;4;Model;0.002279479056596756;155.25
99014;11;4;Model;0.0019740797579288483;186.875
99014;12;4;Model;0.0019528716802597046;198.5
99014;13;5;Random;0.00027591362595558167;-248.125
99014;14;3;Random;0.00023928657174110413;3.75
99014;15;1;Random;0.0002371370792388916;13.125
99014;16;2;Random;0.00023072585463523865;-3.125
99014;17;4;Random;0.00025028735399246216;159.5
99014;18;6;Random;0.00026108697056770325;10.5
99014;19;6;Random;0.00023870915174484253;57.5
99014;20;4;Model;0.002115674316883087;-100.0
99014;21;2;Random;0.00020215660333633423;-100.0
99014;22;4;Model;0.002103939652442932;-100.0
99014;23;3;Random;0.00040400028228759766;-100.0
99014;24;2;Random;0.10767250880599022;-100.0
99014;25;4;Model;0.002306215465068817;-100.0
99015;1;4;Model;0.0019268766045570374;140.0
99015;2;4;Model;0.0019899383187294006;180.0
99015;3;4;Model;0.002052929252386093;200.0
99015;4;8;Random;0.0002634413540363312;0.0
99015;5;9;Random;0.0002372637391090393;5.0
99015;6;5;Random;0.00024043023586273193;-204.0
99015;7;6;Random;0.00023267045617103577;-9.75
99015;8;3;Random;0.0002325586974620819;-9.0
99015;9;4;Model;0.002081051468849182;143.75
99015;10;4;Model;0.002090632915496826;186.5
99015;11;9;Random;0.0002462826669216156;9.0
