Episode;Episode duration;Number of steps;Total reward
99200;0.0469912625849247;13;312.0
99201;0.17258447781205177;14;168.75
99202;0.17373637482523918;16;-45.75
99203;0.19393039867281914;19;-684.375
99204;0.16789645329117775;12;20.0
99205;0.16340385749936104;13;312.0
99206;0.16856320202350616;14;192.0
99207;0.1821993738412857;15;345.0
99208;0.17545119673013687;13;312.0
99209;0.18438677862286568;16;156.875
99210;0.18915237486362457;15;210.75
99211;0.052956800907850266;13;312.0
99212;0.17553168535232544;13;312.0
99213;0.1770293489098549;14;175.0
99214;0.18070267885923386;13;312.0
99215;0.17715603113174438;12;11.875
99216;0.04671068117022514;13;312.0
99217;0.17145633324980736;13;312.0
99218;0.18399040400981903;17;-94.0
99219;0.19706499204039574;13;312.0
99220;0.5190878249704838;40;-2402.5
99221;0.18559591472148895;15;187.5
99222;0.2073618248105049;18;-37.0
99223;0.19786196574568748;18;171.0
99224;0.2053595818579197;17;-88.0
99225;0.17650539055466652;14;175.0
99226;0.19414178654551506;21;-47.5
99227;0.17141631618142128;13;312.0
99228;0.18650689348578453;15;-10.0
99229;0.3671763651072979;31;-1488.0
99230;0.1892552487552166;15;260.0
99231;0.18635980784893036;14;212.0
99232;0.05233202874660492;14;212.0
99233;0.1754034422338009;14;334.0
99234;0.3529910407960415;31;-1525.0
99235;0.18621207401156425;16;-384.375
99236;0.1711660847067833;13;312.0
99237;0.18372073024511337;17;-88.0
99238;0.18568013980984688;18;203.0
99239;0.1883496791124344;15;112.0
99240;0.1828889288008213;13;312.0
99241;0.178611870855093;15;217.0
99242;0.17468513920903206;13;312.0
99243;0.17597674950957298;13;312.0
99244;0.18115123361349106;16;-388.5
99245;0.041684508323669434;12;11.875
99246;0.1850900799036026;17;144.0
99247;0.1741371601819992;13;170.0
99248;0.1916622593998909;18;1.5
99249;0.1885949745774269;17;-88.0
99250;0.17363177612423897;13;312.0
99251;0.18547232821583748;15;-284.375
99252;0.19006278365850449;12;13.25
99253;0.17158940061926842;13;312.0
99254;0.1882157288491726;16;12.0
99255;0.18520350754261017;17;117.0
99256;0.17459458485245705;15;87.0
99257;0.19041500240564346;16;167.125
99258;0.1866476647555828;14;326.0
99259;0.049382973462343216;13;312.0
99260;0.18774111941456795;15;112.0
99261;0.1738065853714943;13;312.0
99262;0.18253618851304054;13;312.0
99263;0.3691600374877453;28;-1188.0
99264;0.4282813258469105;37;-2128.625
99265;0.17010193690657616;13;312.0
99266;0.1808895356953144;16;154.0
99267;0.36236922815442085;31;-1488.0
99268;0.18243258446455002;15;112.0
99269;0.044480517506599426;13;312.0
99270;0.16748835891485214;12;11.5
99271;0.17358409985899925;15;187.5
99272;0.17881668731570244;16;12.0
99273;0.1718720644712448;13;312.0
99274;0.3519071452319622;26;-1148.0
99275;0.044392701238393784;13;312.0
99276;0.18411733210086823;13;312.0
99277;0.18422332033514977;17;-88.0
99278;0.17549646645784378;15;38.75
99279;0.17917382717132568;15;-288.5
99280;0.1654224395751953;13;312.0
99281;0.18163513019680977;14;175.0
99282;0.17880599573254585;15;97.5
99283;0.1768621951341629;14;212.0
99284;0.1849898025393486;16;222.5
99285;0.17807894572615623;14;212.0
99286;0.046128470450639725;13;438.0
99287;0.17238961160182953;14;35.375
99288;0.18136882409453392;15;-84.0
99289;0.1866011768579483;17;141.0
99290;0.1657712087035179;12;20.0
99291;0.1909324713051319;19;-307.5
99292;0.1697196550667286;13;312.0
99293;0.1872962936758995;18;-77.5
99294;0.1977323181927204;21;-790.75
99295;0.17194226384162903;14;192.0
99296;0.17165068164467812;15;112.0
99297;0.16920537501573563;13;312.0
99298;0.17934459820389748;16;12.0
99299;0.1700858473777771;12;20.0
99300;0.17277676612138748;13;312.0
99301;0.0476144514977932;13;312.0
99302;0.17881162464618683;13;312.0
99303;0.17306722328066826;14;202.0
99304;0.34506531432271004;26;-1028.625
99305;0.17525388672947884;16;25.125
99306;0.17779342085123062;15;-284.375
99307;0.17524392157793045;14;66.375
99308;0.1784600391983986;17;-103.75
99309;0.1830199994146824;17;-175.5
99310;0.041912712156772614;13;312.0
99311;0.18285152688622475;16;166.875
99312;0.18190303072333336;14;212.0
99313;0.17120041325688362;14;212.0
99314;0.1706891879439354;14;212.0
99315;0.18223880976438522;13;312.0
99316;0.1940121129155159;15;231.5
99317;0.36384928598999977;33;-1574.0
99318;0.1793770231306553;13;312.0
99319;0.16580189391970634;13;294.0
99320;0.045622337609529495;13;312.0
99321;0.17307448014616966;13;312.0
99322;0.1759699396789074;15;-13.5
99323;0.18331661075353622;17;101.5
99324;0.17244882509112358;13;312.0
99325;0.1868484728038311;15;92.5
99326;0.17118093371391296;13;312.0
99327;0.1659926250576973;14;314.125
99328;0.04790442809462547;13;312.0
99329;0.17238561809062958;15;217.0
99330;0.18200741335749626;15;102.0
99331;0.5221005491912365;39;-2288.0
99332;0.1716243177652359;13;312.0
99333;0.0477055087685585;13;312.0
99334;0.17495004832744598;13;312.0
99335;0.1736515387892723;13;312.0
99336;0.18192653730511665;17;-88.0
99337;0.17347045615315437;13;312.0
99338;0.1818496249616146;16;-58.0
99339;0.17378701269626617;13;312.0
99340;0.04569924250245094;13;460.0
99341;0.3526189438998699;29;-1331.25
99342;0.1739538572728634;13;312.0
99343;0.18313730508089066;16;107.0
99344;0.16956790536642075;13;231.75
99345;0.1697118729352951;13;312.0
99346;0.1764901652932167;13;312.0
99347;0.04832255840301514;14;212.0
99348;0.17223714292049408;16;126.0
99349;0.174872986972332;15;4.0
99350;0.18393924087285995;15;112.0
99351;0.32236676663160324;22;-634.25
99352;0.0522102452814579;13;312.0
99353;0.3099864460527897;17;-88.0
99354;0.04596685990691185;14;341.0
99355;0.1703028790652752;15;200.5
99356;0.17434299737215042;13;136.375
99357;0.3176356330513954;22;-628.625
99358;0.05335688591003418;13;312.0
99359;0.3539435565471649;30;-1452.0
99360;0.17957725748419762;13;312.0
99361;0.1869831532239914;16;54.5
99362;0.40907878801226616;39;-1846.5
99363;0.3347877077758312;17;-580.0
99364;0.051449306309223175;13;130.125
99365;0.3677896596491337;19;6.5
99366;0.05090948939323425;13;312.0
99367;0.17730584368109703;13;312.0
99368;0.17495977506041527;15;90.5
99369;0.3383342809975147;26;-1262.0
99370;0.17652330175042152;17;38.0
99371;0.17696921527385712;13;312.0
99372;0.3687860071659088;36;-2262.0
99373;0.17159691080451012;13;312.0
99374;0.1723606400191784;14;334.0
99375;0.0474497452378273;13;312.0
99376;0.16619597002863884;13;122.375
99377;0.18409651890397072;13;312.0
99378;0.18185608834028244;13;312.0
99379;0.187845166772604;15;206.5
99380;0.18204770982265472;13;312.0
99381;0.04331229254603386;14;126.625
99382;0.1750098094344139;15;112.0
99383;0.17474636435508728;13;312.0
99384;0.18845578283071518;16;12.0
99385;0.17040377482771873;15;92.5
99386;0.17175666987895966;15;207.0
99387;0.16873081028461456;13;312.0
99388;0.33473600819706917;29;-132.375
99389;0.04233565926551819;13;312.0
99390;0.5110345892608166;37;-1962.0
99391;0.38658590242266655;37;-1746.25
99392;0.18648489192128181;13;312.0
99393;0.16717177629470825;14;212.0
99394;0.17890866473317146;13;312.0
99395;0.16894954070448875;15;222.5
99396;0.04824584722518921;14;212.0
99397;0.17308029532432556;15;90.5
99398;0.35888833552598953;34;-1828.625
99399;0.1719801016151905;15;234.0
99400;0.17975016683340073;15;77.625
99401;0.1747051104903221;14;212.0
99402;0.1708756946027279;14;317.0
99403;0.1774815171957016;13;312.0
99404;0.20082500204443932;21;-18.0
99405;0.17884543165564537;13;312.0
99406;0.17188254371285439;13;309.125
99407;0.17700863629579544;13;312.0
99408;0.1779325306415558;14;-186.75
99409;0.049442823976278305;13;312.0
99410;0.3198201321065426;20;88.0
99411;0.17177502438426018;15;-70.0
99412;0.04689185321331024;13;460.0
99413;0.17719382792711258;13;312.0
99414;0.19240130856633186;20;-784.375
99415;0.17305774241685867;13;312.0
99416;0.176785197108984;15;215.125
99417;0.1747015044093132;15;220.0
99418;0.1773596741259098;15;90.5
99419;0.4032839871942997;35;-1919.0
99420;0.1870475932955742;14;212.0
99421;0.181158609688282;16;-386.75
99422;0.38494761660695076;28;-1139.5
99423;0.3574664741754532;22;-984.375
99424;0.2219051495194435;15;222.5
99425;0.24718909710645676;19;-585.0
99426;0.23871901258826256;13;312.0
99427;0.2709295377135277;12;20.0
99428;0.21818530187010765;13;312.0
99429;0.04495696723461151;12;412.0
99430;0.19043923169374466;13;312.0
99431;0.33219390362501144;20;118.0
99432;0.1877639815211296;18;-209.5
99433;0.19246027991175652;15;220.0
99434;0.05345150828361511;14;308.75
99435;0.34177256003022194;20;-784.375
99436;0.19487039372324944;18;-123.5
99437;0.196162898093462;17;-88.0
99438;0.19700156152248383;16;-58.0
99439;0.18123824149370193;14;177.625
99440;0.19038160145282745;18;106.5
99441;0.19476939365267754;21;-775.0
99442;0.18312407657504082;16;109.375
99443;0.19309686124324799;14;317.0
99444;0.20277700200676918;18;72.0
99445;0.184308759868145;13;312.0
99446;0.2014252208173275;16;12.0
99447;0.18809035420417786;14;212.0
99448;0.1827261745929718;13;312.0
99449;0.19161254167556763;18;-400.0
99450;0.18547524884343147;14;318.0
99451;0.18294232338666916;14;212.0
99452;0.19186938181519508;15;220.0
99453;0.05264689028263092;13;312.0
99454;0.17379719391465187;14;168.75
99455;0.3492836281657219;26;-1262.0
99456;0.17369676008820534;13;312.0
99457;0.047389917075634;13;312.0
99458;0.18240122869610786;15;112.0
99459;0.18781180307269096;13;312.0
99460;0.18333161249756813;13;312.0
99461;0.18413176760077477;15;112.0
99462;0.17022757604718208;13;312.0
99463;0.4057433493435383;38;-2188.0
99464;0.1960151456296444;16;12.0
99465;0.17289107665419579;13;312.0
99466;0.18053703755140305;18;-75.5
99467;0.17875877022743225;14;-182.625
99468;0.18200712651014328;14;-186.75
99469;0.17968926951289177;12;20.0
99470;0.20255153998732567;17;-480.0
99471;0.1929248757660389;17;-88.0
99472;0.21474065259099007;15;112.0
99473;0.055967193096876144;13;438.0
99474;0.18402766436338425;13;312.0
99475;0.3565104007720947;25;68.5
99476;0.18716854602098465;16;-110.0
99477;0.18579725548624992;13;312.0
99478;0.1859709620475769;15;-187.0
99479;0.04766234755516052;13;136.375
99480;0.19056208804249763;16;-388.125
99481;0.19077565148472786;17;-96.875
99482;0.1861923448741436;15;231.5
99483;0.18706513196229935;14;206.0
99484;0.1915505863726139;15;217.0
99485;0.18474727123975754;13;312.0
99486;0.19916701689362526;15;90.5
99487;0.1803649365901947;13;312.0
99488;0.17687860131263733;13;312.0
99489;0.04736550152301788;13;312.0
99490;0.31660256162285805;18;-69.625
99491;0.2432231530547142;30;-1183.0
99492;0.17308907955884933;12;13.25
99493;0.1743537038564682;13;312.0
99494;0.18410715460777283;18;-188.0
99495;0.17879283800721169;13;312.0
99496;0.17258257791399956;13;312.0
99497;0.17375696823000908;13;312.0
99498;0.04763388633728027;13;312.0
99499;0.1771921031177044;15;172.375
99500;0.17883946001529694;13;312.0
99501;0.20377754047513008;19;-189.25
99502;0.1867033839225769;14;212.0
99503;0.19123941659927368;17;-88.0
99504;0.18916130438446999;15;231.5
99505;0.19404520466923714;17;-88.0
99506;0.19343627616763115;15;207.0
99507;0.18629465252161026;13;312.0
99508;0.18139078468084335;15;112.0
99509;0.18229715153574944;16;154.0
99510;0.17845842242240906;15;215.125
99511;0.17653251439332962;15;222.5
99512;0.17223788425326347;14;338.0
99513;0.17640596255660057;14;206.0
99514;0.045741476118564606;13;136.375
99515;0.17988456040620804;15;215.125
99516;0.1728576086461544;13;312.0
99517;0.18045226112008095;15;112.0
99518;0.17696020379662514;13;460.0
99519;0.19485699012875557;15;-13.5
99520;0.19085052609443665;18;-181.25
99521;0.17725801095366478;13;312.0
99522;0.1979198306798935;19;-586.5
99523;0.1735781766474247;13;312.0
99524;0.19252678006887436;17;-389.0
99525;0.39104950428009033;36;-1998.0
99526;0.18027274683117867;15;102.0
99527;0.18488459661602974;17;-88.0
99528;0.38702477887272835;36;-1988.0
99529;0.1844058595597744;15;174.5
99530;0.20203644037246704;19;-684.375
99531;0.17668484896421432;15;207.0
99532;0.1787911243736744;13;312.0
99533;0.17987842112779617;13;460.0
99534;0.2046888768672943;17;-482.625
99535;0.18638936430215836;15;220.0
99536;0.1884801983833313;13;312.0
99537;0.22012785449624062;17;63.0
99538;0.39712340757250786;31;655.25
99539;0.21059970930218697;15;112.0
99540;0.21189014986157417;15;65.5
99541;0.20631838589906693;15;112.0
99542;0.19738420844078064;19;71.0
99543;0.20601437240839005;18;226.125
99544;0.3645174019038677;26;-1262.0
99545;0.05389954149723053;14;175.0
99546;0.19178257882595062;13;312.0
99547;0.1964852772653103;17;121.5
99548;0.3584190085530281;28;-183.5
99549;0.5362001247704029;40;-2388.0
99550;0.04944690316915512;13;312.0
99551;0.5435749106109142;38;-2188.0
99552;0.1905718371272087;16;141.0
99553;0.18056855350732803;13;312.0
99554;0.1895304024219513;16;-384.375
99555;0.055988240987062454;13;312.0
99556;0.18060752004384995;14;341.0
99557;0.3588496334850788;25;-930.875
99558;0.19517194107174873;16;-386.75
99559;0.1861821822822094;13;312.0
99560;0.18425140902400017;15;102.0
99561;0.05387795716524124;14;317.0
99562;0.3229232542216778;19;-207.5
99563;0.04128652065992355;14;537.5
99564;0.175926074385643;14;-182.625
99565;0.19995484873652458;16;-305.25
99566;0.18336761742830276;14;-186.75
99567;0.17987149581313133;13;312.0
99568;0.1873072050511837;13;312.0
99569;0.184066753834486;13;312.0
99570;0.086374431848526;13;460.0
99571;0.19887590035796165;12;13.25
99572;0.19217520579695702;15;220.0
99573;0.1892678663134575;13;312.0
99574;0.22329913079738617;23;529.5
99575;0.185625322163105;14;212.0
99576;0.1891852356493473;13;312.0
99577;0.18911699578166008;14;286.375
99578;0.5227341838181019;42;-2657.875
99579;0.04193612188100815;13;-80.0
99580;0.1789470538496971;14;192.0
99581;0.18498864769935608;14;212.0
99582;0.18473827093839645;13;312.0
99583;0.18780305609107018;15;93.875
99584;0.17774472013115883;14;212.0
99585;0.21139774844050407;13;227.0
99586;0.18713027983903885;18;-330.625
99587;0.2021893858909607;19;-684.375
99588;0.18843482807278633;14;212.0
99589;0.21196332201361656;20;-307.5
99590;0.18469538539648056;15;112.0
99591;0.19325116649270058;18;-588.125
99592;0.18456381931900978;17;-124.625
99593;0.17606132477521896;13;312.0
99594;0.1783788949251175;13;312.0
99595;0.368904709815979;29;-1562.0
99596;0.40990619361400604;38;-1882.0
99597;0.18053100258111954;14;212.0
99598;0.20965807139873505;20;-57.0
99599;0.18232930824160576;13;312.0
99600;0.19081387296319008;15;97.5
99601;0.1826857477426529;13;312.0
99602;0.18320000916719437;15;102.0
99603;0.18655086681246758;15;215.125
99604;0.24013527110219002;28;-1330.0
99605;0.33480623736977577;20;-645.5
99606;0.0532783605158329;14;192.0
99607;0.18534989282488823;15;-284.375
99608;0.1875959411263466;13;312.0
99609;0.18396518379449844;14;-188.5
99610;0.20178361982107162;16;131.5
99611;0.18054792657494545;13;312.0
99612;0.18619443476200104;13;312.0
99613;0.19383056461811066;16;12.0
99614;0.05104631558060646;13;312.0
99615;0.18950428441166878;13;312.0
99616;0.20514251291751862;16;12.0
99617;0.18536940217018127;14;334.0
99618;0.19749421253800392;17;-88.0
99619;0.18300382047891617;13;312.0
99620;0.19918447360396385;17;-88.0
99621;0.18948271870613098;13;312.0
99622;0.1954868882894516;13;312.0
99623;0.17885465919971466;14;212.0
99624;0.2063063681125641;23;-332.0
99625;0.17306679859757423;13;312.0
99626;0.19174856692552567;20;-388.0
99627;0.2158615104854107;15;134.125
99628;0.215741116553545;15;112.0
99629;0.20598285272717476;18;-83.0
99630;0.18727877736091614;13;312.0
99631;0.18671293929219246;15;77.625
99632;0.1997600980103016;20;-537.25
99633;0.22010909765958786;16;271.125
99634;0.20297454670071602;15;-13.5
99635;0.2090490311384201;13;312.0
99636;0.1961522400379181;17;20.0
99637;0.1823936104774475;15;92.5
99638;0.18598517403006554;16;-61.25
99639;0.18616947159171104;13;312.0
99640;0.04957409203052521;13;312.0
99641;0.17481352016329765;13;312.0
99642;0.20393701270222664;18;-484.5
99643;0.1816266067326069;13;312.0
99644;0.18605034425854683;13;312.0
99645;0.18161165714263916;14;317.0
99646;0.18616456165909767;13;312.0
99647;0.18392567336559296;15;210.75
99648;0.04707692936062813;13;312.0
99649;0.17782049998641014;15;344.0
99650;0.1820811703801155;14;341.0
99651;0.20076195895671844;15;-10.0
99652;0.21576864644885063;19;-684.375
99653;0.19983144477009773;15;263.0
99654;0.19224388152360916;13;312.0
99655;0.36327487230300903;27;-26.375
99656;0.36998915672302246;27;-1088.0
99657;0.20192233845591545;16;126.0
99658;0.058106642216444016;13;312.0
99659;0.21547042578458786;15;231.5
99660;0.35426950827240944;26;-1096.0
99661;0.374731682240963;30;-1432.625
99662;0.18899310752749443;13;312.0
99663;0.04973120242357254;13;312.0
99664;0.18906523659825325;15;71.375
99665;0.18083364516496658;12;13.25
99666;0.1938360221683979;13;312.0
99667;0.3968689329922199;40;-2123.5
99668;0.18870820105075836;13;312.0
99669;0.18914764747023582;13;312.0
99670;0.186382707208395;16;87.875
99671;0.19357363134622574;17;101.5
99672;0.1822270192205906;14;168.75
99673;0.18421803787350655;15;102.0
99674;0.1971748173236847;15;207.0
99675;0.19050874933600426;17;130.0
99676;0.19134046509861946;17;78.5
99677;0.18290109187364578;15;92.5
99678;0.18110264837741852;13;312.0
99679;0.3876720033586025;34;-1540.0
99680;0.18359126150608063;15;183.375
99681;0.18461108580231667;13;312.0
99682;0.05541078373789787;14;212.0
99683;0.1924358531832695;15;217.0
99684;0.19490143284201622;16;12.0
99685;0.19710437580943108;14;212.0
99686;0.19469397515058517;13;312.0
99687;0.21007031947374344;20;-784.375
99688;0.18306387588381767;13;312.0
99689;0.355258297175169;22;-984.375
99690;0.0512043759226799;14;310.75
99691;0.1974569484591484;16;347.375
99692;0.18742847442626953;14;212.0
99693;0.20372718945145607;16;353.5
99694;0.3579740561544895;20;-380.5
99695;0.20664659515023232;19;-684.375
99696;0.18791814148426056;13;114.375
99697;0.2083863988518715;20;-17.5
99698;0.2246302142739296;18;437.5
99699;0.20036815479397774;13;312.0
99700;0.2058851644396782;13;312.0
99701;0.05085478350520134;13;267.375
99702;0.19184451922774315;13;312.0
99703;0.19937150925397873;15;77.625
99704;0.1874176412820816;14;212.0
99705;0.3795642778277397;25;-1284.375
99706;0.059367693960666656;15;65.5
99707;0.19000203162431717;13;312.0
99708;0.19832775369286537;13;312.0
99709;0.21539876610040665;17;-480.0
99710;0.20004421845078468;13;312.0
99711;0.19636360183358192;13;312.0
99712;0.21176361665129662;19;-338.125
99713;0.23605475574731827;18;-107.5
99714;0.20739474520087242;15;112.0
99715;0.1944788321852684;13;312.0
99716;0.1869237720966339;13;312.0
99717;0.19391830638051033;15;-3.5
99718;0.2599024139344692;29;-1107.5
99719;0.1927538737654686;13;170.0
99720;0.19792689755558968;18;-62.0
99721;0.18431375175714493;14;-182.625
99722;0.2012510672211647;13;312.0
99723;0.20896558091044426;16;12.0
99724;0.20053841546177864;13;312.0
99725;0.198603805154562;16;202.125
99726;0.19698813185095787;13;312.0
99727;0.19675704091787338;15;187.5
99728;0.05320753902196884;13;312.0
99729;0.2123364694416523;16;12.0
99730;0.2027939110994339;13;312.0
99731;0.1899942047894001;13;312.0
99732;0.19358885288238525;14;168.75
99733;0.18941094353795052;13;312.0
99734;0.19452275708317757;16;12.0
99735;0.19722482562065125;13;312.0
99736;0.05934379622340202;13;312.0
99737;0.19395537674427032;13;312.0
99738;0.18891797587275505;13;312.0
99739;0.41554488986730576;35;-1888.0
99740;0.2048369161784649;16;12.0
99741;0.5757457539439201;38;-2198.0
99742;0.05650749430060387;13;312.0
99743;0.1944919265806675;13;312.0
99744;0.19542286545038223;15;112.0
99745;0.1988757811486721;12;20.0
99746;0.21836983785033226;14;192.5
99747;0.2123001180589199;14;212.0
99748;0.20124231278896332;15;-182.625
99749;0.05748487636446953;14;341.0
99750;0.20358391478657722;17;101.5
99751;0.18917855992913246;15;112.0
99752;0.19720428436994553;16;-58.0
99753;0.2036120370030403;14;212.0
99754;0.2135896421968937;13;312.0
99755;0.20867913588881493;13;312.0
99756;0.2055060975253582;15;187.5
99757;0.20740430429577827;14;326.0
